city_name;zipcode;Zusatzziffer;community_name;canton;E;N
Gudo;6515;0;Gudo;TI;8.951;46.175
Guggisberg;3158;0;Guggisberg;BE;7.329;46.767
Gumefens;1643;0;Pont-en-Ogoz;FR;7.077;46.677
Gundetswil;8543;1;Wiesendangen;ZH;8.822;47.540
Guntalingen;8468;2;Waltalingen;ZH;8.766;47.634
Gunten;3654;0;Sigriswil;BE;7.702;46.714
Guntershausen b. Aadorf;8357;0;Aadorf;TG;8.921;47.472
Guntershausen b. Berg;8572;4;Berg (TG);TG;9.186;47.572
Gunterswilen;8564;8;Wäldi;TG;9.077;47.635
Guntmadingen;8223;0;Beringen;SH;8.557;47.686
Gunzgen;4617;0;Gunzgen;SO;7.833;47.316
Gunzwil;6222;0;Beromünster;LU;8.175;47.213
Gurbrü;3208;0;Gurbrü;BE;7.218;46.964
Gurmels;3212;0;Gurmels;FR;7.172;46.893
Gurtnellen;6482;0;Gurtnellen;UR;8.630;46.740
Gurzelen;3663;0;Gurzelen;BE;7.533;46.780
Guschelmuth;1792;2;Gurmels;FR;7.135;46.881
Gutenburg;4932;2;Madiswil;BE;7.799;47.182
Gutenswil;8605;0;Volketswil;ZH;8.712;47.384
Guttannen;3864;0;Guttannen;BE;8.285;46.655
Guttet-Feschel;3956;0;Guttet-Feschel;VS;7.673;46.327
Gwatt (Thun);3645;0;Spiez;BE;7.627;46.718
Gy;1251;0;Gy;GE;6.258;46.252
Gysenstein;3503;0;Konolfingen;BE;7.595;46.890
Gächlingen;8214;0;Gächlingen;SH;8.500;47.702
Gächliwil;4584;3;Lüterswil-Gächliwil;SO;7.447;47.129
Gähwil;9534;0;Kirchberg (SG);SG;8.998;47.397
Gänsbrunnen;4716;1;Gänsbrunnen;SO;7.466;47.260
Göschenen;6487;0;Göschenen;UR;8.584;46.670
Götighofen;8583;1;Sulgen;TG;9.214;47.534
Gümligen;3073;0;Muri bei Bern;BE;7.509;46.935
Gümmenen;3205;0;Mühleberg;BE;7.249;46.944
Gündisau;8322;2;Russikon;ZH;8.810;47.398
Gündlischwand;3815;2;Gündlischwand;BE;7.912;46.634
Günsberg;4524;0;Günsberg;SO;7.576;47.260
Güttingen;8594;0;Güttingen;TG;9.286;47.603
Haag (Rheintal);9469;0;Sennwald;SG;9.492;47.212
Habkern;3804;0;Habkern;BE;7.863;46.725
Habsburg;5245;0;Habsburg;AG;8.186;47.461
Hagenbuch ZH;8523;0;Hagenbuch;ZH;8.885;47.523
Hagendorn;6332;0;Cham;ZG;8.434;47.200
Hagenwil b. Amriswil;8580;5;Amriswil;TG;9.307;47.529
Hagneck;2575;2;Hagneck;BE;7.188;47.058
Halden;9223;1;Bischofszell;TG;9.207;47.505
Haldenstein;7023;0;Haldenstein;GR;9.522;46.879
Haldi b. Schattdorf;6469;0;Schattdorf;UR;8.675;46.862
Hallau;8215;0;Hallau;SH;8.462;47.698
Hallwil;5705;0;Hallwil;AG;8.179;47.329
Halten;4566;2;Halten;SO;7.608;47.170
Happerswil;8585;2;Birwinken;TG;9.227;47.579
Harenwilen;8553;2;Hüttlingen;TG;9.000;47.570
Hasle LU;6166;0;Hasle (LU);LU;8.051;46.980
Hasle b. Burgdorf;3415;1;Hasle bei Burgdorf;BE;7.647;47.016
Haslen AI;9054;0;Schlatt-Haslen;AI;9.370;47.369
Haslen GL;8773;0;Glarus Süd;GL;9.060;46.981
Hasliberg Goldern;6085;0;Hasliberg;BE;8.197;46.738
Hasliberg Hohfluh;6083;0;Hasliberg;BE;8.174;46.752
Hasliberg Reuti;6086;0;Hasliberg;BE;8.216;46.732
Hasliberg Wasserwendi;6084;0;Hasliberg;BE;8.200;46.747
Hattenhausen;8564;7;Wäldi;TG;9.069;47.626
Hauenstein;4633;0;Hauenstein-Ifenthal;SO;7.869;47.376
Hauptikon;8926;2;Kappel am Albis;ZH;8.494;47.233
Hauptwil;9213;0;Hauptwil-Gottshaus;TG;9.253;47.481
Hausen AG;5212;0;Hausen (AG);AG;8.212;47.462
Hausen am Albis;8915;0;Hausen am Albis;ZH;8.526;47.245
Haute-Nendaz;1997;0;Nendaz;VS;7.293;46.182
Hauterive NE;2068;0;Hauterive (NE);NE;6.972;47.014
Hauteville;1648;0;Hauteville;FR;7.103;46.671
Hedingen;8908;0;Hedingen;ZH;8.440;47.301
Heerbrugg;9435;0;Au (SG);SG;9.627;47.413
Hefenhausen;8564;0;Wäldi;TG;9.069;47.617
Hefenhofen;8580;7;Hefenhofen;TG;9.305;47.565
Heiden;9410;0;Heiden;AR;9.527;47.442
Heiligenschwendi;3625;0;Heiligenschwendi;BE;7.679;46.751
Heiligkreuz (Mels);8888;0;Mels;SG;9.412;47.060
Heimberg;3627;0;Heimberg;BE;7.600;46.794
Heimenhausen;3373;2;Heimenhausen;BE;7.698;47.214
Heimenschwand;3615;0;Buchholterberg;BE;7.695;46.827
Heimisbach;3453;0;Trachselwald;BE;7.769;47.012
Heimiswil;3412;0;Heimiswil;BE;7.660;47.063
Heinrichswil;4558;2;Drei Höfe;SO;7.631;47.157
Heitenried;1714;0;Heitenried;FR;7.299;46.830
Heldswil;9216;0;Hohentannen;TG;9.221;47.530
Helgisried-Rohrbach;3155;0;Rüeggisberg;BE;7.424;46.812
Hellbühl;6016;0;Neuenkirch;LU;8.197;47.070
Hellikon;4316;0;Hellikon;AG;7.917;47.509
Hellsau;3429;3;Hellsau;BE;7.652;47.146
Hemberg;9633;0;Hemberg;SG;9.175;47.299
Hemishofen;8261;0;Hemishofen;SH;8.832;47.677
Hemmental;8231;0;Schaffhausen;SH;8.579;47.735
Hemmiken;4465;0;Hemmiken;BL;7.888;47.490
Henau;9247;0;Uzwil;SG;9.120;47.454
Hendschiken;5604;0;Hendschiken;AG;8.217;47.386
Henggart;8444;0;Henggart;ZH;8.687;47.561
Hennens;1681;2;Billens-Hennens;FR;6.885;46.683
Henniez;1525;0;Henniez;VD;6.884;46.741
Herbetswil;4715;0;Herbetswil;SO;7.588;47.294
Herbligen;3671;2;Herbligen;BE;7.608;46.827
Herbriggen;3927;0;St. Niklaus;VS;7.796;46.136
Herdern;8535;0;Herdern;TG;8.913;47.603
Hergiswil NW;6052;0;Hergiswil (NW);NW;8.304;46.987
Hergiswil b. Willisau;6133;0;Hergiswil bei Willisau;LU;7.959;47.086
Herisau;9100;0;Herisau;AR;9.270;47.387
Herlisberg;6028;0;Römerswil;LU;8.231;47.197
Hermance;1248;0;Hermance;GE;6.244;46.301
Hermenches;1513;0;Hermenches;VD;6.760;46.642
Hermetschwil-Staffeln;5626;0;Bremgarten (AG);AG;8.342;47.330
Hermiswil;3475;1;Seeberg;BE;7.701;47.156
Hermrigen;3274;0;Hermrigen;BE;7.244;47.081
Herrenhof;8585;8;Langrickenbach;TG;9.243;47.598
Herrenschwanden;3037;0;Kirchlindach;BE;7.417;46.977
Herrliberg;8704;0;Herrliberg;ZH;8.621;47.293
Hersberg;4423;0;Hersberg;BL;7.782;47.491
Hersiwil;4558;0;Drei Höfe;SO;7.635;47.166
Hertenstein AG;5415;1;Obersiggenthal;AG;8.313;47.488
Herznach;5027;0;Herznach;AG;8.048;47.471
Herzogenbuchsee;3360;0;Herzogenbuchsee;BE;7.714;47.195
Hessigkofen;4577;0;Buchegg;SO;7.460;47.138
Hettenschwil;5317;0;Leuggern;AG;8.197;47.576
Hettiswil b. Hindelbank;3325;0;Krauchthal;BE;7.554;47.029
Hettlingen;8442;0;Hettlingen;ZH;8.709;47.544
Hildisrieden;6024;0;Hildisrieden;LU;8.233;47.150
Hilfikon;5613;0;Villmergen;AG;8.251;47.333
Hilterfingen;3652;0;Hilterfingen;BE;7.662;46.741
Himmelried;4204;0;Himmelried;SO;7.590;47.424
Hindelbank;3324;0;Hindelbank;BE;7.540;47.042
Hinteregg;8132;2;Egg;ZH;8.684;47.306
Hinterforst;9452;0;Altstätten;SG;9.535;47.360
Hinterfultigen;3089;0;Rüeggisberg;BE;7.401;46.839
Hinterkappelen;3032;0;Wohlen bei Bern;BE;7.377;46.968
Hintermoos;6260;3;Wikon;LU;7.998;47.270
Hinterrhein;7438;0;Hinterrhein;GR;9.197;46.532
Hinwil;8340;0;Hinwil;ZH;8.847;47.301
Hirschthal;5042;0;Hirschthal;AG;8.056;47.319
Hirzel;8816;0;Hirzel;ZH;8.607;47.217
Hittnau;8335;0;Hittnau;ZH;8.824;47.361
Hitzkirch;6285;0;Hitzkirch;LU;8.264;47.225
Hochdorf;6280;0;Hochdorf;LU;8.293;47.167
Hochfelden;8182;0;Hochfelden;ZH;8.512;47.522
Hochwald;4146;0;Hochwald;SO;7.647;47.458
Hofen SH;8242;1;Thayngen;SH;8.677;47.783
Hoffeld;9114;0;Neckertal;SG;9.173;47.362
Hofstatt;6154;0;Luthern;LU;7.915;47.085
Hofstetten SO;4114;0;Hofstetten-Flüh;SO;7.506;47.475
Hofstetten ZH;8354;0;Hofstetten (ZH);ZH;8.851;47.473
Hofstetten b. Brienz;3858;0;Hofstetten bei Brienz;BE;8.071;46.754
Hohenrain;6276;0;Hohenrain;LU;8.318;47.179
Hohentannen;9216;2;Hohentannen;TG;9.224;47.510
Hohtenn;3949;0;Steg-Hohtenn;VS;7.759;46.320
Holderbank AG;5113;0;Holderbank (AG);AG;8.171;47.431
Holderbank SO;4718;0;Holderbank (SO);SO;7.756;47.332
Holzhäusern ZG;6343;4;Risch;ZG;8.441;47.154
Holziken;5043;0;Holziken;AG;8.034;47.320
Homberg b. Thun;3622;0;Homberg;BE;7.684;46.777
Hombrechtikon;8634;0;Hombrechtikon;ZH;8.762;47.255
Homburg;8508;0;Homburg;TG;9.008;47.635
Honau;6038;2;Honau;LU;8.408;47.133
Hondrich;3702;0;Spiez;BE;7.680;46.672
Horboden;3755;0;Diemtigen;BE;7.564;46.630
Horgen;8810;0;Horgen;ZH;8.605;47.252
Horgenberg;8815;0;Horgen;ZH;8.584;47.248
Horn;9326;0;Horn;TG;9.459;47.493
Hornussen;5075;0;Hornussen;AG;8.064;47.502
Horrenbach;3623;2;Horrenbach-Buchen;BE;7.752;46.778
Horriwil;4557;0;Horriwil;SO;7.623;47.180
Horw;6048;0;Horw;LU;8.313;47.013
Hosenruck;9515;0;Wuppenau;TG;9.126;47.490
Hospental;6493;0;Hospental;UR;8.573;46.619
Hottwil;5277;0;Mettauertal;AG;8.161;47.548
Hubersdorf;4535;0;Hubersdorf;SO;7.589;47.245
Hugelshofen;8565;0;Kemmental;TG;9.116;47.598
Humlikon;8457;0;Humlikon;ZH;8.673;47.575
Hundwil;9064;0;Hundwil;AR;9.320;47.364
Hunzenschwil;5502;0;Hunzenschwil;AG;8.127;47.383
Hurden;8640;3;Freienbach;SZ;8.806;47.214
Huttwil;4950;0;Huttwil;BE;7.850;47.114
Huémoz;1884;3;Ollon;VD;7.027;46.291
Häfelfingen;4445;0;Häfelfingen;BL;7.862;47.416
Hägendorf;4614;0;Hägendorf;SO;7.837;47.338
Häggenschwil;9312;0;Häggenschwil;SG;9.340;47.495
Hägglingen;5607;0;Hägglingen;AG;8.259;47.388
Hämikon;6289;2;Hitzkirch;LU;8.300;47.243
Hämikon;6289;2;Hitzkirch;LU;8.272;47.237
Härkingen;4624;0;Härkingen;SO;7.824;47.306
Hätzingen;8775;2;Glarus Süd;GL;9.040;46.961
Häusernmoos im Emmental;3463;0;Affoltern im Emmental;BE;7.747;47.079
Häuslenen;8522;0;Aadorf;TG;8.902;47.529
Häutligen;3510;9;Häutligen;BE;7.607;46.858
Hérémence;1987;0;Hérémence;VS;7.402;46.181
Höchstetten;3429;2;Höchstetten;BE;7.631;47.145
Höfen b. Thun;3631;0;Stocken-Höfen;BE;7.564;46.723
Hölstein;4434;0;Hölstein;BL;7.776;47.427
Hörhausen;8507;0;Homburg;TG;8.970;47.632
Höri;8181;0;Höri;ZH;8.501;47.508
Hünenberg;6331;0;Hünenberg;ZG;8.431;47.172
Hünenberg See;6333;0;Hünenberg;ZG;8.450;47.169
Hünibach;3626;0;Hilterfingen;BE;7.651;46.745
Hüniken;4554;2;Hüniken;SO;7.636;47.183
Hünikon (Neftenbach);8412;2;Neftenbach;ZH;8.665;47.551
Hüntwangen;8194;0;Hüntwangen;ZH;8.493;47.595
Hüswil;6152;0;Zell (LU);LU;7.905;47.129
Hütten;8825;0;Hütten;ZH;8.667;47.174
Hüttikon;8115;0;Hüttikon;ZH;8.387;47.446
Hüttlingen;8553;4;Hüttlingen;TG;8.982;47.580
Hüttwilen;8536;0;Hüttwilen;TG;8.876;47.608
Ibach;6438;0;Schwyz;SZ;8.647;47.011
Ichertswil;4571;2;Lüterkofen-Ichertswil;SO;7.496;47.161
Icogne;1977;0;Icogne;VS;7.439;46.291
Iffwil;3305;0;Iffwil;BE;7.478;47.064
Igis;7206;0;Landquart;GR;9.578;46.945
Ilanz;7130;0;Ilanz/Glion;GR;9.203;46.773
Illgau;6434;0;Illgau;SZ;8.723;46.988
Illhart;8556;3;Wigoltingen;TG;9.036;47.618
Illighausen;8574;1;Lengwil;TG;9.210;47.603
Illnau;8308;0;Illnau-Effretikon;ZH;8.719;47.410
Im Fang;1656;1;Jaun;FR;7.236;46.598
Immensee;6405;0;Küssnacht (SZ);SZ;8.461;47.096
Indemini;6571;0;Gambarogno;TI;8.830;46.095
Inden;3953;1;Inden;VS;7.619;46.344
Inkwil;3375;0;Inkwil;BE;7.674;47.201
Innerberg;3044;2;Wohlen bei Bern;BE;7.309;46.995
Innereriz;3619;1;Eriz;BE;7.824;46.786
Innerferrera;7445;0;Ferrera;GR;9.437;46.522
Innerferrera;7445;0;Ferrera;GR;9.456;46.482
Innerthal;8858;0;Innerthal;SZ;8.919;47.106
Innertkirchen;3862;0;Innertkirchen;BE;8.228;46.701
Ins;3232;0;Ins;BE;7.102;47.009
Insone;6951;8;Lugano;TI;9.030;46.086
Interlaken;3800;0;Gündlischwand;BE;7.910;46.652
Interlaken;3800;0;Interlaken;BE;7.863;46.687
Intragna;6655;0;Centovalli;TI;8.700;46.177
Intschi;6476;0;Gurtnellen;UR;8.649;46.762
Inwil;6034;0;Inwil;LU;8.350;47.122
Ipsach;2563;0;Ipsach;BE;7.229;47.116
Iragna;6707;0;Iragna;TI;8.967;46.330
Iseltwald;3807;0;Iseltwald;BE;7.965;46.709
Isenfluh;3822;2;Lauterbrunnen;BE;7.896;46.620
Isenthal;6461;0;Isenthal;UR;8.561;46.912
Iseo;6993;0;Bioggio;TI;8.881;46.005
Islikon;8546;0;Gachnang;TG;8.844;47.548
Islisberg;8905;2;Islisberg;AG;8.441;47.322
Isole di Brissago;6614;2;Brissago;TI;8.735;46.132
Isone;6810;0;Isone;TI;8.986;46.129
Istighofen;8575;1;Bürglen (TG);TG;9.146;47.543
Isérables;1914;0;Isérables;VS;7.249;46.163
Itingen;4452;0;Itingen;BL;7.782;47.466
Ittenthal;5083;0;Kaisten;AG;8.058;47.518
Ittigen;3063;0;Ittigen;BE;7.480;46.980
Jaberg;3629;3;Jaberg;BE;7.567;46.819
Jakobsbad;9108;3;Gonten;AI;9.328;47.320
Jaun;1656;0;Jaun;FR;7.275;46.611
Jegenstorf;3303;0;Jegenstorf;BE;7.507;47.050
Jenaz;7233;0;Jenaz;GR;9.714;46.927
Jenins;7307;0;Jenins;GR;9.556;47.001
Jens;2565;0;Jens;BE;7.264;47.096
Jeuss;1793;0;Murten;FR;7.164;46.903
Jona;8645;0;Rapperswil-Jona;SG;8.844;47.228
Jonen;8916;0;Jonen;AG;8.389;47.298
Jongny;1805;0;Jongny;VD;6.842;46.478
Jonschwil;9243;0;Jonschwil;SG;9.091;47.422
Jouxtens-Mézery;1008;2;Jouxtens-Mézery;VD;6.598;46.553
Juf;7448;0;Avers;GR;9.580;46.445
Jungfraujoch;3801;33;Fieschertal;VS;7.983;46.547
Juriens;1326;0;Juriens;VD;6.449;46.691
Jussy;1254;0;Jussy;GE;6.266;46.235
Kaiseraugst;4303;0;Kaiseraugst;AG;7.725;47.540
Kaiserstuhl AG;5466;0;Kaiserstuhl;AG;8.420;47.567
Kaisten;5082;0;Kaisten;AG;8.046;47.540
Kallern;5625;0;Kallern;AG;8.293;47.318
Kallnach;3283;0;Kallnach;BE;7.230;47.018
Kalpetran;3922;1;Embd;VS;7.839;46.215
Kaltacker;3413;0;Heimiswil;BE;7.676;47.077
Kaltbach;6212;2;Mauensee;LU;8.059;47.184
Kaltbrunn;8722;0;Kaltbrunn;SG;9.019;47.215
Kaltenbach;8259;0;Wagenhausen;TG;8.843;47.653
Kammersrohr;4535;2;Kammersrohr;SO;7.593;47.253
Kandergrund;3716;0;Kandergrund;BE;7.663;46.546
Kandersteg;3718;0;Kandersteg;BE;7.669;46.498
Kappel SO;4616;0;Kappel (SO);SO;7.854;47.323
Kappel am Albis;8926;0;Kappel am Albis;ZH;8.525;47.227
Kappelen;3273;0;Kappelen;BE;7.268;47.060
Kastanienbaum;6047;0;Horw;LU;8.334;47.013
Kaufdorf;3126;0;Kaufdorf;BE;7.499;46.838
Kefikon TG;8546;2;Gachnang;TG;8.836;47.549
Kefikon ZH;8543;2;Wiesendangen;ZH;8.831;47.549
Kehrsatz;3122;0;Kehrsatz;BE;7.474;46.913
Kehrsiten;6365;0;Stansstad;NW;8.370;47.001
Kemptthal;8310;0;Winterthur;ZH;8.715;47.464
Kernenried;3309;0;Kernenried;BE;7.550;47.070
Kerns;6064;0;Kerns;OW;8.280;46.902
Kerzers;3210;0;Kerzers;FR;7.196;46.976
Kesswil;8593;0;Kesswil;TG;9.317;47.593
Kestenholz;4703;0;Kestenholz;SO;7.754;47.276
Kienberg;4468;0;Kienberg;SO;7.964;47.438
Kiental;3723;0;Reichenbach im Kandertal;BE;7.724;46.589
Kiesen;3629;0;Kiesen;BE;7.581;46.817
Kilchberg BL;4496;0;Kilchberg (BL);BL;7.894;47.425
Kilchberg ZH;8802;0;Kilchberg (ZH);ZH;8.547;47.324
Killwangen;8956;0;Killwangen;AG;8.349;47.433
Kippel;3917;0;Kippel;VS;7.771;46.397
Kirchberg BE;3422;0;Kirchberg (BE);BE;7.593;47.083
Kirchberg SG;9533;0;Kirchberg (SG);SG;9.035;47.409
Kirchdorf AG;5416;0;Obersiggenthal;AG;8.274;47.497
Kirchdorf BE;3116;0;Kirchdorf (BE);BE;7.551;46.820
Kirchenthurnen;3128;0;Kirchenthurnen;BE;7.506;46.825
Kirchleerau;5054;1;Kirchleerau;AG;8.068;47.276
Kirchlindach;3038;0;Kirchlindach;BE;7.414;47.000
Klarsreuti;8585;10;Birwinken;TG;9.213;47.588
Kleinandelfingen;8451;0;Kleinandelfingen;ZH;8.682;47.602
Kleinbösingen;3213;2;Kleinbösingen;FR;7.205;46.894
Kleindietwil;4936;0;Madiswil;BE;7.791;47.146
Kleindöttingen;5314;0;Böttstein;AG;8.238;47.570
Kleine Scheidegg;3823;1;Lauterbrunnen;BE;7.961;46.585
Kleingurmels;3212;2;Gurmels;FR;7.186;46.885
Kleinlützel;4245;0;Kleinlützel;SO;7.418;47.424
Kleinwangen;6277;0;Hohenrain;LU;8.300;47.198
Klingnau;5313;0;Klingnau;AG;8.251;47.586
Kloster Fahr;8109;0;Würenlos;AG;8.439;47.408
Klosters;7250;0;Klosters-Serneus;GR;9.882;46.870
Klosters Dorf;7252;0;Klosters-Serneus;GR;9.875;46.884
Kloten;8302;0;Kloten;ZH;8.598;47.453
Klöntal;8750;3;Glarus;GL;8.942;47.026
Knoblisbühl;8881;2;Walenstadt;SG;9.285;47.140
Knonau;8934;0;Knonau;ZH;8.457;47.223
Knutwil;6213;0;Knutwil;LU;8.073;47.202
Koblenz;5322;0;Koblenz;AG;8.238;47.606
Kollbrunn;8483;0;Zell (ZH);ZH;8.777;47.457
Konolfingen;3510;0;Konolfingen;BE;7.614;46.880
Koppigen;3425;0;Koppigen;BE;7.596;47.133
Kottwil;6217;0;Ettiswil;LU;8.045;47.163
Kradolf;9214;2;Kradolf-Schönenberg;TG;9.196;47.526
Krattigen;3704;0;Krattigen;BE;7.721;46.658
Krauchthal;3326;0;Krauchthal;BE;7.569;47.009
Kreuzlingen;8280;0;Kreuzlingen;TG;9.173;47.645
Kriechenwil;3179;0;Kriechenwil;BE;7.227;46.911
Kriegstetten;4566;0;Kriegstetten;SO;7.595;47.174
Kriens;6010;2;Alpnach;OW;8.255;46.979
Kriens;6010;0;Kriens;LU;8.279;47.033
Kriessern;9451;0;Oberriet (SG);SG;9.607;47.365
Krinau;9622;0;Wattwil;SG;9.050;47.316
Krummenau;9643;0;Nesslau;SG;9.173;47.249
Kräiligen;3315;1;Bätterkinden;BE;7.533;47.149
Kulmerau;6234;1;Triengen;LU;8.090;47.253
Kyburg;8314;0;Illnau-Effretikon;ZH;8.746;47.455
Kyburg-Buchegg;4586;0;Buchegg;SO;7.513;47.141
Kägiswil;6056;0;Sarnen;OW;8.259;46.920
Känerkinden;4447;0;Känerkinden;BL;7.834;47.415
Kölliken;5742;0;Kölliken;AG;8.029;47.338
Köniz;3098;0;Köniz;BE;7.413;46.921
Küblis;7240;0;Küblis;GR;9.780;46.916
Kümmertshausen;8586;3;Erlen;TG;9.244;47.565
Künten;5444;0;Künten;AG;8.334;47.387
Küsnacht ZH;8700;0;Küsnacht (ZH);ZH;8.590;47.320
Küssnacht am Rigi;6403;0;Küssnacht (SZ);SZ;8.440;47.080
Küttigen;5024;0;Küttigen;AG;8.043;47.413
Küttigkofen;4581;0;Buchegg;SO;7.513;47.151
L'Abbaye;1344;0;L'Abbaye;VD;6.320;46.650
L'Abergement;1355;0;L'Abergement;VD;6.489;46.754
L'Auberson;1454;0;Sainte-Croix;VD;6.463;46.818
L'Etivaz;1660;3;Château-d'Oex;VD;7.148;46.425
L'Isle;1148;0;L'Isle;VD;6.413;46.618
La Brévine;2406;0;La Brévine;NE;6.608;46.980
La Chaux (Cossonay);1308;0;La Chaux (Cossonay);VD;6.473;46.618
La Chaux-de-Fonds;2300;0;La Chaux-de-Fonds;NE;6.833;47.104
La Chaux-des-Breuleux;2345;3;La Chaux-des-Breuleux;JU;7.027;47.223
La Chaux-du-Milieu;2405;0;La Chaux-du-Milieu;NE;6.702;47.014
La Châtagne;2406;3;La Brévine;NE;6.642;46.987
La Cibourg;2300;8;La Chaux-de-Fonds;NE;6.884;47.122
La Cibourg;2333;2;La Ferrière;BE;6.890;47.125
La Cibourg;2616;2;Renan (BE);BE;6.893;47.118
La Comballaz;1862;2;Ormont-Dessous;VD;7.077;46.377
La Conversion;1093;0;Lutry;VD;6.686;46.515
La Corbaz;1782;4;La Sonnaz;FR;7.115;46.839
La Coudre;1148;9;L'Isle;VD;6.403;46.639
La Croix (Lutry);1090;0;Lutry;VD;6.703;46.517
La Croix-de-Rozon;1257;0;Bardonnex;GE;6.125;46.149
La Cure;1265;0;Saint-Cergue;VD;6.075;46.464
La Côte-aux-Fées;2117;0;La Côte-aux-Fées;NE;6.490;46.867
La Ferrière;2333;0;La Ferrière;BE;6.894;47.141
La Forclaz VD;1866;0;Ormont-Dessous;VD;7.068;46.352
La Forclaz VS;1985;1;Evolène;VS;7.522;46.086
La Fouly VS;1944;0;Orsières;VS;7.097;45.932
La Garde (Sembrancher);1933;4;Sembrancher;VS;7.146;46.065
La Heutte;2604;0;Péry-La Heutte;BE;7.225;47.190
La Joux FR;1697;0;Vuisternens-devant-Romont;FR;6.939;46.629
La Lécherette;1660;4;Château-d'Oex;VD;7.106;46.421
La Magne;1687;2;Vuisternens-devant-Romont;FR;6.931;46.635
La Muraz (Savièse);1965;11;Savièse;VS;7.337;46.237
La Neirigue;1686;2;Vuisternens-devant-Romont;FR;6.955;46.685
La Neuveville;2520;0;La Neuveville;BE;7.097;47.064
La Place (Ayent);1966;7;Ayent;VS;7.411;46.274
La Plaine;1283;0;Dardagny;GE;6.003;46.178
La Praz;1148;6;La Praz;VD;6.427;46.668
La Punt-Chamues-ch;7522;0;La Punt-Chamues-ch;GR;9.929;46.578
La Rippe;1278;0;La Rippe;VD;6.150;46.384
La Roche FR;1634;0;La Roche;FR;7.138;46.696
La Russille;1356;2;Les Clées;VD;6.479;46.736
La Rösa;7742;3;Poschiavo;GR;10.069;46.401
La Sage;1985;0;Evolène;VS;7.518;46.100
La Sagne (Ste-Croix);1450;2;Sainte-Croix;VD;6.497;46.815
La Sagne NE;2314;0;La Sagne;NE;6.802;47.038
La Sarraz;1315;0;La Sarraz;VD;6.514;46.660
La Tanne;2720;2;Tavannes;BE;7.155;47.221
La Tine;1658;2;Rossinière;VD;7.050;46.469
La Tour VS;1984;1;Evolène;VS;7.506;46.098
La Tour-de-Peilz;1814;0;La Tour-de-Peilz;VD;6.857;46.454
La Tour-de-Trême;1635;0;Bulle;FR;7.066;46.609
La Tzoumaz;1918;0;Riddes;VS;7.233;46.145
La Vernaz (Les Agettes);1992;2;Les Agettes;VS;7.373;46.210
La Verrerie;1624;0;Semsales;FR;6.923;46.586
La Vraconnaz;1454;2;Sainte-Croix;VD;6.483;46.842
La Vue-des-Alpes;2052;2;Val-de-Ruz;NE;6.871;47.074
Laax GR;7031;0;Laax;GR;9.254;46.804
Laax GR 2;7032;0;Laax;GR;9.234;46.845
Lachen SZ;8853;0;Lachen;SZ;8.858;47.197
Laconnex;1287;0;Laconnex;GE;6.035;46.155
Ladir;7155;0;Ilanz/Glion;GR;9.205;46.790
Ladir;7155;0;Ilanz/Glion;GR;9.175;46.839
Lajoux JU;2718;0;Lajoux (JU);JU;7.139;47.279
Lalden;3931;1;Lalden;VS;7.899;46.299
Lamboing;2516;0;Plateau de Diesse;BE;7.136;47.117
Lamone;6814;2;Lamone;TI;8.932;46.045
Lampenberg;4432;0;Lampenberg;BL;7.754;47.426
Lamperswil TG;8556;4;Wigoltingen;TG;9.038;47.611
Landiswil;3434;1;Landiswil;BE;7.680;46.958
Landquart;7302;0;Landquart;GR;9.559;46.964
Landschlacht;8597;0;Münsterlingen;TG;9.245;47.626
Langenbruck;4438;0;Langenbruck;BL;7.767;47.349
Langendorf;4513;0;Langendorf;SO;7.515;47.222
Langenthal;4900;0;Langenthal;BE;7.792;47.212
Langnau am Albis;8135;0;Langnau am Albis;ZH;8.530;47.288
Langnau b. Reiden;6262;0;Reiden;LU;7.963;47.231
Langnau im Emmental;3550;0;Langnau im Emmental;BE;7.785;46.942
Langrickenbach;8585;4;Langrickenbach;TG;9.247;47.583
Langwies;7057;0;Arosa;GR;9.716;46.822
Langwiesen;8246;0;Feuerthalen;ZH;8.663;47.684
Lanna;1983;2;Evolène;VS;7.475;46.121
Lanterswil;9503;2;Bussnang;TG;9.096;47.520
Lantsch/Lenz;7083;0;Lantsch/Lenz;GR;9.567;46.685
Lanzenhäusern;3148;0;Schwarzenburg;BE;7.347;46.842
Lanzenneunforn;8506;0;Herdern;TG;8.935;47.622
Largario;6724;2;Acquarossa;TI;8.941;46.494
Latsch;7484;0;Bergün/Bravuogn;GR;9.753;46.635
Latterbach;3758;0;Erlenbach im Simmental;BE;7.578;46.664
Lauenen b. Gstaad;3782;0;Lauenen;BE;7.321;46.425
Lauerz;6424;0;Lauerz;SZ;8.580;47.032
Laufen;4242;0;Laufen;BL;7.498;47.421
Laufenburg;5080;0;Laufenburg;AG;8.064;47.558
Laupen BE;3177;0;Laupen;BE;7.241;46.903
Laupen ZH;8637;0;Wald (ZH);ZH;8.932;47.267
Laupersdorf;4712;0;Laupersdorf;SO;7.647;47.315
Lauperswil;3438;0;Lauperswil;BE;7.738;46.967
Laura;6549;0;Roveredo (GR);GR;9.105;46.213
Lausanne;1006;0;Lac Léman (VD);VD;6.637;46.486
Lausanne;1015;0;Lac Léman (VD);VD;6.583;46.517
Lausanne;1003;0;Lausanne;VD;6.630;46.520
Lausanne;1004;0;Lausanne;VD;6.619;46.528
